,lga,year,lga_population
2024,plantagenet,2013,5172
2025,plantagenet,2014,5151
2026,plantagenet,2015,5130
2027,plantagenet,2016,5103
2028,plantagenet,2017,5188
2029,plantagenet,2018,5307
2030,plantagenet,2019,5358
2031,plantagenet,2020,5410
2032,plantagenet,2021,5534
2033,plantagenet,2022,5587
2034,plantagenet,2023,5669
2035,south perth,2013,44348
2036,south perth,2014,44251
2037,south perth,2015,44096
2038,south perth,2016,43879
2039,south perth,2017,43886
2040,south perth,2018,43989
2041,south perth,2019,44538
2042,south perth,2020,45072
2043,south perth,2021,44952
2044,south perth,2022,45201
2045,south perth,2023,46701
2046,hornsby,2013,144458
2047,hornsby,2014,145262
2048,hornsby,2015,146147
2049,hornsby,2016,147385
2050,hornsby,2017,149601
2051,hornsby,2018,151809
2052,hornsby,2019,153216
2053,hornsby,2020,154037
2054,hornsby,2021,152263
2055,hornsby,2022,151771
2056,hornsby,2023,154072
2057,narrandera,2013,6054
2058,narrandera,2014,6015
2059,narrandera,2015,5978
2060,narrandera,2016,5949
2061,narrandera,2017,5909
2062,narrandera,2018,5879
2063,narrandera,2019,5832
2064,narrandera,2020,5787
2065,narrandera,2021,5733
2066,narrandera,2022,5720
2067,narrandera,2023,5692
2068,halls creek,2013,3810
2069,halls creek,2014,3734
2070,halls creek,2015,3656
2071,halls creek,2016,3593
2072,halls creek,2017,3619
2073,halls creek,2018,3714
2074,halls creek,2019,3783
2075,halls creek,2020,3932
2076,halls creek,2021,4038
2077,halls creek,2022,4113
2078,halls creek,2023,4136
2079,nannup,2013,1343
2080,nannup,2014,1350
2081,nannup,2015,1352
2082,nannup,2016,1339
2083,nannup,2017,1398
2084,nannup,2018,1440
2085,nannup,2019,1487
2086,nannup,2020,1547
2087,nannup,2021,1575
2088,nannup,2022,1593
2089,nannup,2023,1632
2090,west arnhem,2013,7290
2091,west arnhem,2014,7157
2092,west arnhem,2015,7060
2093,west arnhem,2016,6941
2094,west arnhem,2017,6943
2095,west arnhem,2018,6985
2096,west arnhem,2019,7059
2097,west arnhem,2020,7130
2098,west arnhem,2021,7182
2099,west arnhem,2022,7258
2100,west arnhem,2023,7407
2101,mitcham,2013,65644
2102,mitcham,2014,65986
2103,mitcham,2015,66232
2104,mitcham,2016,66482
2105,mitcham,2017,66855
2106,mitcham,2018,67366
2107,mitcham,2019,67690
2108,mitcham,2020,68175
2109,mitcham,2021,68162
2110,mitcham,2022,68370
2111,mitcham,2023,69542
2112,kingborough,2013,35351
2113,kingborough,2014,35723
2114,kingborough,2015,36140
2115,kingborough,2016,36544
2116,kingborough,2017,37485
2117,kingborough,2018,38484
2118,kingborough,2019,39378
2119,kingborough,2020,40052
2120,kingborough,2021,40769
2121,kingborough,2022,40937
2122,kingborough,2023,41179
2123,wodonga,2013,37575
2124,wodonga,2014,38369
2125,wodonga,2015,39223
2126,wodonga,2016,40100
2127,wodonga,2017,40837
2128,wodonga,2018,41541
2129,wodonga,2019,42084
2130,wodonga,2020,42666
2131,wodonga,2021,43207
2132,wodonga,2022,43716
2133,wodonga,2023,44276
2134,hume,2013,184873
2135,hume,2014,191278
2136,hume,2015,198176
2137,hume,2016,207041
2138,hume,2017,216249
2139,hume,2018,225526
2140,hume,2019,235370
2141,hume,2020,243643
2142,hume,2021,246920
2143,hume,2022,253182
2144,hume,2023,262764
2145,ipswich,2013,183688
2146,ipswich,2014,189195
2147,ipswich,2015,194274
2148,ipswich,2016,200103
2149,ipswich,2017,205588
2150,ipswich,2018,211946
2151,ipswich,2019,219893
2152,ipswich,2020,226778
2153,ipswich,2021,233314
2154,ipswich,2022,242640
2155,ipswich,2023,251148
2156,winton,2013,1312
2157,winton,2014,1276
2158,winton,2015,1222
2159,winton,2016,1154
2160,winton,2017,1149
2161,winton,2018,1155
2162,winton,2019,1150
2163,winton,2020,1130
2164,winton,2021,1133
2165,winton,2022,1134
2166,winton,2023,1138
2167,holdfast bay,2013,36282
2168,holdfast bay,2014,36354
2169,holdfast bay,2015,36425
2170,holdfast bay,2016,36537
2171,holdfast bay,2017,36696
2172,holdfast bay,2018,37002
2173,holdfast bay,2019,37413
2174,holdfast bay,2020,37724
2175,holdfast bay,2021,37857
2176,holdfast bay,2022,38056
2177,holdfast bay,2023,38766
2178,canning,2013,93491
2179,canning,2014,93843
2180,canning,2015,93959
2181,canning,2016,93733
2182,canning,2017,94403
2183,canning,2018,95171
2184,canning,2019,96447
2185,canning,2020,98643
2186,canning,2021,99306
2187,canning,2022,99764
2188,canning,2023,103691
2189,naracoorte lucindale,2013,8528
2190,naracoorte lucindale,2014,8585
2191,naracoorte lucindale,2015,8570
2192,naracoorte lucindale,2016,8544
2193,naracoorte lucindale,2017,8602
2194,naracoorte lucindale,2018,8679
2195,naracoorte lucindale,2019,8778
2196,naracoorte lucindale,2020,8867
2197,naracoorte lucindale,2021,8892
2198,naracoorte lucindale,2022,8918
2199,naracoorte lucindale,2023,8928
2200,busselton,2013,34696
2201,busselton,2014,35917
2202,busselton,2015,36940
2203,busselton,2016,37766
2204,busselton,2017,38619
2205,busselton,2018,39305
2206,busselton,2019,40187
2207,busselton,2020,41059
2208,busselton,2021,42009
2209,busselton,2022,42931
2210,busselton,2023,43969
2211,darwin,2013,82996
2212,darwin,2014,83098
2213,darwin,2015,84363
2214,darwin,2016,85323
2215,darwin,2017,86339
2216,darwin,2018,85788
2217,darwin,2019,85308
2218,darwin,2020,85109
2219,darwin,2021,84854
2220,darwin,2022,84877
2221,darwin,2023,85465
2222,walcha,2013,3150
2223,walcha,2014,3149
2224,walcha,2015,3128
2225,walcha,2016,3130
2226,walcha,2017,3138
2227,walcha,2018,3110
2228,walcha,2019,3090
2229,walcha,2020,3057
2230,walcha,2021,3019
2231,walcha,2022,3010
2232,walcha,2023,2968
2233,victoria daly,2013,3312
2234,victoria daly,2014,3269
2235,victoria daly,2015,3217
2236,victoria daly,2016,3142
2237,victoria daly,2017,3120
2238,victoria daly,2018,3135
2239,victoria daly,2019,3163
2240,victoria daly,2020,3196
2241,victoria daly,2021,3221
2242,victoria daly,2022,3262
2243,victoria daly,2023,3295
2244,casey,2013,278023
2245,casey,2014,287937
2246,casey,2015,299528
2247,casey,2016,312789
2248,casey,2017,324946
2249,casey,2018,338087
2250,casey,2019,352006
2251,casey,2020,363970
2252,casey,2021,369558
2253,casey,2022,379104
2254,casey,2023,392110
2255,northern areas,2013,4595
2256,northern areas,2014,4610
2257,northern areas,2015,4616
2258,northern areas,2016,4623
2259,northern areas,2017,4607
2260,northern areas,2018,4596
2261,northern areas,2019,4611
2262,northern areas,2020,4622
2263,northern areas,2021,4659
2264,northern areas,2022,4662
2265,northern areas,2023,4667
2266,waroona,2013,3931
2267,waroona,2014,4057
2268,waroona,2015,4133
2269,waroona,2016,4162
2270,waroona,2017,4167
2271,waroona,2018,4195
2272,waroona,2019,4254
2273,waroona,2020,4314
2274,waroona,2021,4355
2275,waroona,2022,4401
2276,waroona,2023,4457
2277,latrobe (tas.),2013,10433
2278,latrobe (tas.),2014,10569
2279,latrobe (tas.),2015,10723
2280,latrobe (tas.),2016,10927
2281,latrobe (tas.),2017,11240
2282,latrobe (tas.),2018,11550
2283,latrobe (tas.),2019,11922
2284,latrobe (tas.),2020,12301
2285,latrobe (tas.),2021,12697
2286,latrobe (tas.),2022,12921
2287,latrobe (tas.),2023,13062
2288,cootamundra-gundagai regional,2013,11313
2289,cootamundra-gundagai regional,2014,11305
2290,cootamundra-gundagai regional,2015,11302
2291,cootamundra-gundagai regional,2016,11291
2292,cootamundra-gundagai regional,2017,11306
2293,cootamundra-gundagai regional,2018,11324
2294,cootamundra-gundagai regional,2019,11362
2295,cootamundra-gundagai regional,2020,11393
2296,cootamundra-gundagai regional,2021,11390
2297,cootamundra-gundagai regional,2022,11403
2298,cootamundra-gundagai regional,2023,11424
2299,ravensthorpe,2013,2118
2300,ravensthorpe,2014,2036
2301,ravensthorpe,2015,1906
2302,ravensthorpe,2016,1764
2303,ravensthorpe,2017,1819
2304,ravensthorpe,2018,1845
2305,ravensthorpe,2019,1914
2306,ravensthorpe,2020,2023
2307,ravensthorpe,2021,2157
2308,ravensthorpe,2022,2202
2309,ravensthorpe,2023,2277
2310,campaspe,2013,37213
2311,campaspe,2014,37338
2312,campaspe,2015,37429
2313,campaspe,2016,37595
2314,campaspe,2017,37799
2315,campaspe,2018,37948
2316,campaspe,2019,38128
2317,campaspe,2020,38379
2318,campaspe,2021,38556
2319,campaspe,2022,38556
2320,campaspe,2023,38299
2321,cockburn,2013,102787
2322,cockburn,2014,104906
2323,cockburn,2015,106802
2324,cockburn,2016,108302
2325,cockburn,2017,110451
2326,cockburn,2018,112928
2327,cockburn,2019,115577
2328,cockburn,2020,119032
2329,cockburn,2021,122212
2330,cockburn,2022,125232
2331,cockburn,2023,130282
2332,northern peninsula area,2013,2620
2333,northern peninsula area,2014,2741
2334,northern peninsula area,2015,2836
2335,northern peninsula area,2016,2945
2336,northern peninsula area,2017,2935
2337,northern peninsula area,2018,2923
2338,northern peninsula area,2019,2904
2339,northern peninsula area,2020,2891
2340,northern peninsula area,2021,2885
2341,northern peninsula area,2022,2889
2342,northern peninsula area,2023,2908
2343,darwin waterfront precinct,2013,293
2344,darwin waterfront precinct,2014,323
2345,darwin waterfront precinct,2015,365
2346,darwin waterfront precinct,2016,398
2347,darwin waterfront precinct,2017,400
2348,darwin waterfront precinct,2018,373
2349,darwin waterfront precinct,2019,348
2350,darwin waterfront precinct,2020,330
2351,darwin waterfront precinct,2021,312
2352,darwin waterfront precinct,2022,289
2353,darwin waterfront precinct,2023,282
2354,gawler,2013,21656
2355,gawler,2014,22275
2356,gawler,2015,22707
2357,gawler,2016,23355
2358,gawler,2017,23729
2359,gawler,2018,24055
2360,gawler,2019,24465
2361,gawler,2020,24770
2362,gawler,2021,25300
2363,gawler,2022,26114
2364,gawler,2023,26789
2365,glen innes severn,2013,8909
2366,glen innes severn,2014,8919
2367,glen innes severn,2015,8926
2368,glen innes severn,2016,8934
2369,glen innes severn,2017,8937
2370,glen innes severn,2018,8941
2371,glen innes severn,2019,8947
2372,glen innes severn,2020,8946
2373,glen innes severn,2021,8925
2374,glen innes severn,2022,8944
2375,glen innes severn,2023,8989
2376,east arnhem,2013,10677
2377,east arnhem,2014,10469
2378,east arnhem,2015,10362
2379,east arnhem,2016,10252
2380,east arnhem,2017,10211
2381,east arnhem,2018,10165
2382,east arnhem,2019,10153
2383,east arnhem,2020,10123
2384,east arnhem,2021,10089
2385,east arnhem,2022,10108
2386,east arnhem,2023,10011
2387,banana,2013,14948
2388,banana,2014,14860
2389,banana,2015,14707
2390,banana,2016,14570
2391,banana,2017,14573
2392,banana,2018,14525
2393,banana,2019,14581
2394,banana,2020,14587
2395,banana,2021,14657
2396,banana,2022,14778
2397,banana,2023,14919
2398,lismore,2013,44408
2399,lismore,2014,44327
2400,lismore,2015,44212
2401,lismore,2016,44122
2402,lismore,2017,44137
2403,lismore,2018,44196
2404,lismore,2019,44234
2405,lismore,2020,44316
2406,lismore,2021,44361
2407,lismore,2022,44274
2408,lismore,2023,43907
2409,murray bridge,2013,20726
2410,murray bridge,2014,21004
2411,murray bridge,2015,21274
2412,murray bridge,2016,21562
2413,murray bridge,2017,21719
2414,murray bridge,2018,21893
2415,murray bridge,2019,22089
2416,murray bridge,2020,22268
2417,murray bridge,2021,22339
2418,murray bridge,2022,22538
2419,murray bridge,2023,22901
2420,port hedland,2013,15951
2421,port hedland,2014,15648
2422,port hedland,2015,15387
2423,port hedland,2016,15064
2424,port hedland,2017,14989
2425,port hedland,2018,15208
2426,port hedland,2019,15585
2427,port hedland,2020,16115
2428,port hedland,2021,16666
2429,port hedland,2022,17031
2430,port hedland,2023,17247
2431,willoughby,2013,73072
2432,willoughby,2014,74238
2433,willoughby,2015,75970
2434,willoughby,2016,77888
2435,willoughby,2017,78873
2436,willoughby,2018,78797
2437,willoughby,2019,78830
2438,willoughby,2020,78566
2439,willoughby,2021,76044
2440,willoughby,2022,75508
2441,willoughby,2023,77874
2442,isaac,2013,23284
2443,isaac,2014,22786
2444,isaac,2015,22173
2445,isaac,2016,21543
2446,isaac,2017,21480
2447,isaac,2018,21523
2448,isaac,2019,21773
2449,isaac,2020,22141
2450,isaac,2021,22419
2451,isaac,2022,22744
2452,isaac,2023,23024
2453,barcaldine,2013,3232
2454,barcaldine,2014,3166
2455,barcaldine,2015,3082
2456,barcaldine,2016,2909
2457,barcaldine,2017,2881
2458,barcaldine,2018,2877
2459,barcaldine,2019,2876
2460,barcaldine,2020,2862
2461,barcaldine,2021,2863
2462,barcaldine,2022,2864
2463,barcaldine,2023,2894
2464,wakefield,2013,6841
2465,wakefield,2014,6896
2466,wakefield,2015,6932
2467,wakefield,2016,6950
2468,wakefield,2017,6976
2469,wakefield,2018,6891
2470,wakefield,2019,6921
2471,wakefield,2020,6867
2472,wakefield,2021,6925
2473,wakefield,2022,6969
2474,wakefield,2023,6958
2475,walkerville,2013,7399
2476,walkerville,2014,7447
2477,walkerville,2015,7732
2478,walkerville,2016,7781
2479,walkerville,2017,7876
2480,walkerville,2018,7975
2481,walkerville,2019,8054
2482,walkerville,2020,8156
2483,walkerville,2021,8086
2484,walkerville,2022,8185
2485,walkerville,2023,8420
2486,westonia,2013,302
2487,westonia,2014,305
2488,westonia,2015,306
2489,westonia,2016,306
2490,westonia,2017,301
2491,westonia,2018,285
2492,westonia,2019,278
2493,westonia,2020,268
2494,westonia,2021,255
2495,westonia,2022,252
2496,westonia,2023,244
2497,lane cove,2013,34261
2498,lane cove,2014,35196
2499,lane cove,2015,36402
2500,lane cove,2016,37694
2501,lane cove,2017,38615
2502,lane cove,2018,39239
2503,lane cove,2019,39790
2504,lane cove,2020,40067
2505,lane cove,2021,39608
2506,lane cove,2022,40088
2507,lane cove,2023,41549
2508,merri-bek,2013,160282
2509,merri-bek,2014,164099
2510,merri-bek,2015,167870
2511,merri-bek,2016,172294
2512,merri-bek,2017,175110
2513,merri-bek,2018,177679
2514,merri-bek,2019,179327
2515,merri-bek,2020,180030
2516,merri-bek,2021,173500
2517,merri-bek,2022,174886
2518,merri-bek,2023,181223
2519,narrabri,2013,13489
2520,narrabri,2014,13480
2521,narrabri,2015,13459
2522,narrabri,2016,13367
2523,narrabri,2017,13300
2524,narrabri,2018,13233
2525,narrabri,2019,13146
2526,narrabri,2020,12990
2527,narrabri,2021,12808
2528,narrabri,2022,12720
2529,narrabri,2023,12754
2530,grant,2013,7993
2531,grant,2014,8144
2532,grant,2015,8282
2533,grant,2016,8417
2534,grant,2017,8483
2535,grant,2018,8567
2536,grant,2019,8672
2537,grant,2020,8763
2538,grant,2021,8862
2539,grant,2022,8926
2540,grant,2023,9044
2541,quairading,2013,1066
2542,quairading,2014,1066
2543,quairading,2015,1060
2544,quairading,2016,1038
2545,quairading,2017,1017
2546,quairading,2018,1004
2547,quairading,2019,997
2548,quairading,2020,984
2549,quairading,2021,981
2550,quairading,2022,983
2551,quairading,2023,973
2552,melbourne,2013,118711
2553,melbourne,2014,127975
2554,melbourne,2015,136872
2555,melbourne,2016,146096
2556,melbourne,2017,155956
2557,melbourne,2018,163363
2558,melbourne,2019,168952
2559,melbourne,2020,170589
2560,melbourne,2021,153110
2561,melbourne,2022,160328
2562,melbourne,2023,177396
2563,augusta margaret river,2013,13487
2564,augusta margaret river,2014,13996
2565,augusta margaret river,2015,14419
2566,augusta margaret river,2016,14819
2567,augusta margaret river,2017,15258
2568,augusta margaret river,2018,15708
2569,augusta margaret river,2019,16235
2570,augusta margaret river,2020,16792
2571,augusta margaret river,2021,17303
2572,augusta margaret river,2022,17917
2573,augusta margaret river,2023,18620
2574,derby-west kimberley,2013,9491
2575,derby-west kimberley,2014,8864
2576,derby-west kimberley,2015,8570
2577,derby-west kimberley,2016,8364
2578,derby-west kimberley,2017,8290
2579,derby-west kimberley,2018,8340
2580,derby-west kimberley,2019,8321
2581,derby-west kimberley,2020,8362
2582,derby-west kimberley,2021,8414
2583,derby-west kimberley,2022,8410
2584,derby-west kimberley,2023,8433
2585,subiaco,2013,16466
2586,subiaco,2014,16700
2587,subiaco,2015,16927
2588,subiaco,2016,17018
2589,subiaco,2017,17231
2590,subiaco,2018,17320
2591,subiaco,2019,17602
2592,subiaco,2020,17941
2593,subiaco,2021,17902
2594,subiaco,2022,18008
2595,subiaco,2023,18870
2596,clarence,2013,53685
2597,clarence,2014,54219
2598,clarence,2015,54829
2599,clarence,2016,55465
2600,clarence,2017,56636
2601,clarence,2018,58064
2602,clarence,2019,59447
2603,clarence,2020,60771
2604,clarence,2021,62336
2605,clarence,2022,63084
2606,clarence,2023,63663
2607,greater shepparton,2013,63244
2608,greater shepparton,2014,63919
2609,greater shepparton,2015,64489
2610,greater shepparton,2016,65072
2611,greater shepparton,2017,65955
2612,greater shepparton,2018,66826
2613,greater shepparton,2019,67733
2614,greater shepparton,2020,68474
2615,greater shepparton,2021,68526
2616,greater shepparton,2022,68964
2617,greater shepparton,2023,69135
2618,launceston,2013,66722
2619,launceston,2014,66576
2620,launceston,2015,66492
2621,launceston,2016,66518
2622,launceston,2017,67537
2623,launceston,2018,68716
2624,launceston,2019,69888
2625,launceston,2020,71019
2626,launceston,2021,71788
2627,launceston,2022,71889
2628,launceston,2023,71788
2629,tablelands,2013,24827
2630,tablelands,2014,25060
2631,tablelands,2015,25111
2632,tablelands,2016,25217
2633,tablelands,2017,25521
2634,tablelands,2018,25849
2635,tablelands,2019,26071
2636,tablelands,2020,26309
2637,tablelands,2021,26488
2638,tablelands,2022,26806
2639,tablelands,2023,27259
2640,morawa,2013,872
2641,morawa,2014,835
2642,morawa,2015,800
2643,morawa,2016,765
2644,morawa,2017,733
2645,morawa,2018,701
2646,morawa,2019,680
2647,morawa,2020,668
2648,morawa,2021,669
2649,morawa,2022,669
2650,morawa,2023,679
2651,cardinia,2013,84591
2652,cardinia,2014,88070
2653,cardinia,2015,92298
2654,cardinia,2016,97573
2655,cardinia,2017,102258
2656,cardinia,2018,106945
2657,cardinia,2019,112002
2658,cardinia,2020,116505
2659,cardinia,2021,119573
2660,cardinia,2022,123181
2661,cardinia,2023,126960
2662,etheridge,2013,864
2663,etheridge,2014,840
2664,etheridge,2015,818
2665,etheridge,2016,807
2666,etheridge,2017,792
2667,etheridge,2018,773
2668,etheridge,2019,747
2669,etheridge,2020,731
2670,etheridge,2021,724
2671,etheridge,2022,720
2672,etheridge,2023,726
2673,balranald,2013,2381
2674,balranald,2014,2376
2675,balranald,2015,2364
2676,balranald,2016,2330
2677,balranald,2017,2338
2678,balranald,2018,2308
2679,balranald,2019,2287
2680,balranald,2020,2257
2681,balranald,2021,2208
2682,balranald,2022,2210
2683,balranald,2023,2202
2684,kempsey,2013,29284
2685,kempsey,2014,29351
2686,kempsey,2015,29379
2687,kempsey,2016,29431
2688,kempsey,2017,29770
2689,kempsey,2018,30080
2690,kempsey,2019,30347
2691,kempsey,2020,30602
2692,kempsey,2021,30828
2693,kempsey,2022,31178
2694,kempsey,2023,31453
2695,gilgandra,2013,4428
2696,gilgandra,2014,4382
2697,gilgandra,2015,4342
2698,gilgandra,2016,4298
2699,gilgandra,2017,4304
2700,gilgandra,2018,4300
2701,gilgandra,2019,4323
2702,gilgandra,2020,4327
2703,gilgandra,2021,4318
2704,gilgandra,2022,4298
2705,gilgandra,2023,4309
2706,wagga wagga,2013,62416
2707,wagga wagga,2014,62776
2708,wagga wagga,2015,63327
2709,wagga wagga,2016,63906
2710,wagga wagga,2017,64768
2711,wagga wagga,2018,65618
2712,wagga wagga,2019,66411
2713,wagga wagga,2020,67277
2714,wagga wagga,2021,67891
2715,wagga wagga,2022,68338
2716,wagga wagga,2023,68716
2717,orroroo carrieton,2013,895
2718,orroroo carrieton,2014,900
2719,orroroo carrieton,2015,911
2720,orroroo carrieton,2016,912
2721,orroroo carrieton,2017,898
2722,orroroo carrieton,2018,895
2723,orroroo carrieton,2019,898
2724,orroroo carrieton,2020,893
2725,orroroo carrieton,2021,891
2726,orroroo carrieton,2022,890
2727,orroroo carrieton,2023,889
2728,singleton,2013,23557
2729,singleton,2014,23597
2730,singleton,2015,23586
2731,singleton,2016,23576
2732,singleton,2017,23806
2733,singleton,2018,24036
2734,singleton,2019,24309
2735,singleton,2020,24503
2736,singleton,2021,24725
2737,singleton,2022,25093
2738,singleton,2023,25332
2739,norwood payneham and st peters,2013,36347
2740,norwood payneham and st peters,2014,36361
2741,norwood payneham and st peters,2015,36369
2742,norwood payneham and st peters,2016,36396
2743,norwood payneham and st peters,2017,36678
2744,norwood payneham and st peters,2018,36996
2745,norwood payneham and st peters,2019,37477
2746,norwood payneham and st peters,2020,37958
2747,norwood payneham and st peters,2021,37823
2748,norwood payneham and st peters,2022,38019
2749,norwood payneham and st peters,2023,39312
2750,douglas,2013,11585
2751,douglas,2014,11757
2752,douglas,2015,11877
2753,douglas,2016,12070
2754,douglas,2017,12206
2755,douglas,2018,12204
2756,douglas,2019,12312
2757,douglas,2020,12371
2758,douglas,2021,12441
2759,douglas,2022,12662
2760,douglas,2023,12828
2761,barunga west,2013,2495
2762,barunga west,2014,2521
2763,barunga west,2015,2542
2764,barunga west,2016,2592
2765,barunga west,2017,2600
2766,barunga west,2018,2594
2767,barunga west,2019,2624
2768,barunga west,2020,2631
2769,barunga west,2021,2675
2770,barunga west,2022,2672
2771,barunga west,2023,2680
2772,cocos islands,2013,547
2773,cocos islands,2014,556
2774,cocos islands,2015,555
2775,cocos islands,2016,546
2776,cocos islands,2017,552
2777,cocos islands,2018,553
2778,cocos islands,2019,591
2779,cocos islands,2020,608
2780,cocos islands,2021,603
2781,cocos islands,2022,616
2782,cocos islands,2023,631
2783,moora,2013,2527
2784,moora,2014,2504
2785,moora,2015,2505
2786,moora,2016,2477
2787,moora,2017,2447
2788,moora,2018,2409
2789,moora,2019,2374
2790,moora,2020,2380
2791,moora,2021,2382
2792,moora,2022,2378
2793,moora,2023,2392
2794,victoria park,2013,36260
2795,victoria park,2014,36570
2796,victoria park,2015,36714
2797,victoria park,2016,36647
2798,victoria park,2017,36578
2799,victoria park,2018,36741
2800,victoria park,2019,37348
2801,victoria park,2020,38260
2802,victoria park,2021,38296
2803,victoria park,2022,38756
2804,victoria park,2023,40782
2805,yarra,2013,83962
2806,yarra,2014,87228
2807,yarra,2015,89923
2808,yarra,2016,92894
2809,yarra,2017,94503
2810,yarra,2018,95504
2811,yarra,2019,96544
2812,yarra,2020,96662
2813,yarra,2021,91521
2814,yarra,2022,92392
2815,yarra,2023,97448
2816,cambridge,2013,27856
2817,cambridge,2014,27940
2818,cambridge,2015,27988
2819,cambridge,2016,27991
2820,cambridge,2017,28474
2821,cambridge,2018,28764
2822,cambridge,2019,29167
2823,cambridge,2020,29743
2824,cambridge,2021,29822
2825,cambridge,2022,30160
2826,cambridge,2023,31133
2827,hay,2013,3016
2828,hay,2014,3005
2829,hay,2015,2994
2830,hay,2016,2984
2831,hay,2017,2978
2832,hay,2018,2958
2833,hay,2019,2933
2834,hay,2020,2910
2835,hay,2021,2885
2836,hay,2022,2834
2837,hay,2023,2830
2838,nambucca valley,2013,19428
2839,nambucca valley,2014,19501
2840,nambucca valley,2015,19541
2841,nambucca valley,2016,19580
2842,nambucca valley,2017,19787
2843,nambucca valley,2018,19960
2844,nambucca valley,2019,20150
2845,nambucca valley,2020,20290
2846,nambucca valley,2021,20382
2847,nambucca valley,2022,20607
2848,nambucca valley,2023,20774
2849,goyder,2013,4254
2850,goyder,2014,4256
2851,goyder,2015,4251
2852,goyder,2016,4240
2853,goyder,2017,4225
2854,goyder,2018,4179
2855,goyder,2019,4156
2856,goyder,2020,4136
2857,goyder,2021,4138
2858,goyder,2022,4143
2859,goyder,2023,4132
2860,wagait,2013,459
2861,wagait,2014,467
2862,wagait,2015,479
2863,wagait,2016,492
2864,wagait,2017,486
2865,wagait,2018,480
2866,wagait,2019,474
2867,wagait,2020,471
2868,wagait,2021,464
2869,wagait,2022,463
2870,wagait,2023,464
2871,canterbury-bankstown,2013,345692
2872,canterbury-bankstown,2014,350922
2873,canterbury-bankstown,2015,356328
2874,canterbury-bankstown,2016,361862
2875,canterbury-bankstown,2017,367534
2876,canterbury-bankstown,2018,371891
2877,canterbury-bankstown,2019,375333
2878,canterbury-bankstown,2020,376638
2879,canterbury-bankstown,2021,372459
2880,canterbury-bankstown,2022,372119
2881,canterbury-bankstown,2023,379829
2882,barcoo,2013,333
2883,barcoo,2014,317
2884,barcoo,2015,296
2885,barcoo,2016,272
2886,barcoo,2017,278
2887,barcoo,2018,288
2888,barcoo,2019,297
2889,barcoo,2020,302
2890,barcoo,2021,312
2891,barcoo,2022,315
2892,barcoo,2023,317
2893,rockhampton,2013,81745
2894,rockhampton,2014,82136
2895,rockhampton,2015,82026
2896,rockhampton,2016,81322
2897,rockhampton,2017,81322
2898,rockhampton,2018,81406
2899,rockhampton,2019,81842
2900,rockhampton,2020,82352
2901,rockhampton,2021,82882
2902,rockhampton,2022,83596
2903,rockhampton,2023,84517
2904,north sydney,2013,68666
2905,north sydney,2014,69754
2906,north sydney,2015,70860
2907,north sydney,2016,71809
2908,north sydney,2017,72304
2909,north sydney,2018,72354
2910,north sydney,2019,72155
2911,north sydney,2020,71430
2912,north sydney,2021,69471
2913,north sydney,2022,69373
2914,north sydney,2023,72014
2915,snowy valleys,2013,14720
2916,snowy valleys,2014,14690
2917,snowy valleys,2015,14640
2918,snowy valleys,2016,14611
2919,snowy valleys,2017,14693
2920,snowy valleys,2018,14751
2921,snowy valleys,2019,14817
2922,snowy valleys,2020,14889
2923,snowy valleys,2021,14900
2924,snowy valleys,2022,14936
2925,snowy valleys,2023,14935
2926,hunters hill,2013,14242
2927,hunters hill,2014,14428
2928,hunters hill,2015,14540
2929,hunters hill,2016,14656
2930,hunters hill,2017,14621
2931,hunters hill,2018,14563
2932,hunters hill,2019,14427
2933,hunters hill,2020,14269
2934,hunters hill,2021,13596
2935,hunters hill,2022,13924
2936,hunters hill,2023,14036
2937,upper hunter shire,2013,14514
2938,upper hunter shire,2014,14508
2939,upper hunter shire,2015,14412
2940,upper hunter shire,2016,14344
2941,upper hunter shire,2017,14318
2942,upper hunter shire,2018,14298
2943,upper hunter shire,2019,14291
2944,upper hunter shire,2020,14296
2945,upper hunter shire,2021,14258
2946,upper hunter shire,2022,14291
2947,upper hunter shire,2023,14338
2948,diamantina,2013,299
2949,diamantina,2014,303
2950,diamantina,2015,301
2951,diamantina,2016,296
2952,diamantina,2017,284
2953,diamantina,2018,286
2954,diamantina,2019,282
2955,diamantina,2020,273
2956,diamantina,2021,270
2957,diamantina,2022,270
2958,diamantina,2023,272
2959,port lincoln,2013,14531
2960,port lincoln,2014,14595
2961,port lincoln,2015,14585
2962,port lincoln,2016,14523
2963,port lincoln,2017,14595
2964,port lincoln,2018,14652
2965,port lincoln,2019,14733
2966,port lincoln,2020,14773
2967,port lincoln,2021,14879
2968,port lincoln,2022,14953
2969,port lincoln,2023,15018
2970,macdonnell,2013,6911
2971,macdonnell,2014,6875
2972,macdonnell,2015,6859
2973,macdonnell,2016,6753
2974,macdonnell,2017,6685
2975,macdonnell,2018,6648
2976,macdonnell,2019,6636
2977,macdonnell,2020,6558
2978,macdonnell,2021,6574
2979,macdonnell,2022,6627
2980,macdonnell,2023,6706
2981,kingston,2013,152336
2982,kingston,2014,154210
2983,kingston,2015,156244
2984,kingston,2016,158941
2985,kingston,2017,160140
2986,kingston,2018,161685
2987,kingston,2019,163178
2988,kingston,2020,163196
2989,kingston,2021,159554
2990,kingston,2022,160107
2991,kingston,2023,163724
2992,karratha,2013,24432
2993,karratha,2014,23985
2994,karratha,2015,23103
2995,karratha,2016,22211
2996,karratha,2017,22288
2997,karratha,2018,22509
